,Timestamp,Money
858,2019-03-06,617723.2296986335
859,2019-04-06,592269.1879133496
860,2019-05-06,581988.6986891923
861,2019-06-06,572153.0230703612
862,2019-07-06,557096.2751547145
863,2019-10-06,560695.5290854578
864,2019-11-06,560160.5705811905
865,2019-12-06,558069.118000153
866,2019-06-13,563468.0037601902
867,2019-06-14,563224.8660076666
868,2019-06-17,564051.6501276
869,2019-06-18,581804.9376743094
870,2019-06-19,582923.6933275806
871,2019-06-20,595180.7242518903
872,2019-06-21,590414.1727224048
873,2019-06-24,590754.6813372909
874,2019-06-25,581464.574977095
875,2019-06-26,581269.9743061196
876,2019-06-27,580929.4656912335
877,2019-06-28,584334.2697325954
878,2019-01-07,589781.8384918529
879,2019-02-07,593137.959533995
880,2019-03-07,602379.382894971
881,2019-05-07,600968.8016260336
882,2019-08-07,595083.4993071994
883,2019-09-07,594110.6515978388
884,2019-10-07,598147.7898697534
885,2019-11-07,608994.3903067193
886,2019-12-07,621008.2883424279
887,2019-07-15,622029.6682694142
888,2019-07-16,621154.1962863384
889,2019-07-17,615609.2566647187
890,2019-07-18,612914.7605280105
891,2019-07-19,616894.6567875764
892,2019-07-22,615924.0105209367
893,2019-07-23,607672.7163992515
894,2019-07-24,611264.5327671496
895,2019-07-25,617185.8623163719
896,2019-07-26,614904.7838896501
897,2019-07-29,613594.1964121868
898,2019-07-30,614662.0082617882
899,2019-07-31,631116.0161405113
900,2019-01-08,644512.0383442803
901,2019-02-08,649123.0813434653
902,2019-05-08,686544.8240534212
903,2019-06-08,671061.6080513829
904,2019-07-08,671304.3836792449
905,2019-08-08,652423.5417188548
906,2019-09-08,657034.5847180395
907,2019-12-08,675381.4455217721
908,2019-08-13,657083.0243263098
909,2019-08-14,696349.2531580275
910,2019-08-15,690136.6404213195
911,2019-08-16,677905.2995763556
912,2019-08-19,665965.3195775689
913,2019-08-20,671333.1133069235
914,2019-08-21,683770.4511263317
915,2019-08-22,686587.4532878511
916,2019-08-23,653261.7817946938
917,2019-08-26,668197.2205839418
918,2019-08-27,661287.483931582
919,2019-08-28,675053.7583158605
920,2019-08-29,693709.6773456833
921,2019-08-30,694932.2107545638
922,2019-03-09,680528.3093855048
923,2019-04-09,693869.1252839691
924,2019-05-09,713800.7819582217
925,2019-06-09,717202.5257754787
926,2019-09-09,719753.6768427228
927,2019-10-09,722889.7343340665
928,2019-11-09,735114.4146645316
929,2019-12-09,738462.9595613482
930,2019-09-13,739951.1846112504
931,2019-09-16,732350.6167385615
932,2019-09-17,734423.4293060568
933,2019-09-18,736602.6397144343
934,2019-09-19,733679.3938501782
935,2019-09-20,722145.5394249344
936,2019-09-23,722730.121627419
937,2019-09-24,715342.205928565
938,2019-09-25,723899.4561158589
939,2019-09-26,720178.9758752836
940,2019-09-27,715448.449631301
941,2019-09-30,721773.4446279227
942,2019-01-10,702213.8827506816
943,2019-02-10,676807.6696916767
944,2019-03-10,683664.2074235955
945,2019-04-10,703064.3213625506
946,2019-07-10,698174.347180282
947,2019-08-10,681378.5885441201
948,2019-09-10,691211.5710607355
949,2019-10-10,699609.5327629976
950,2019-11-10,716352.0924787188
951,2019-10-14,714757.4589577182
952,2019-10-15,727301.1999331163
953,2019-10-16,726557.0103390925
954,2019-10-17,728151.6385449844
955,2019-10-18,713588.294552749
956,2019-10-21,716617.7788046324
957,2019-10-22,714544.9715522451
958,2019-10-23,716777.2267429177
959,2019-10-24,715395.4101641136
960,2019-10-25,724005.8592718488
961,2019-10-28,730437.0979712065
962,2019-10-29,730755.9885326694
963,2019-10-30,735380.1063055533
964,2019-10-31,728683.1812802821
965,2019-01-11,743884.3117105516
966,2019-04-11,750315.5504099098
967,2019-05-11,751697.5317570758
968,2019-06-11,751644.3275215267
969,2019-07-11,763603.3215260783
970,2019-08-11,763709.7246820682
971,2019-11-11,764188.0684969248
972,2019-12-11,764879.0591705076
973,2019-11-13,768918.4299725455
974,2019-11-14,769875.2717404042
975,2019-11-15,778964.059347887
976,2019-11-18,780717.9760388115
977,2019-11-19,775721.7634689154
978,2019-11-20,769715.8238021184
979,2019-11-21,767164.5132816213
980,2019-11-22,773223.6518688586
981,2019-11-25,783534.9782003304
982,2019-11-26,786511.4229850271
983,2019-11-27,789434.8336176446
984,2019-11-29,784332.3720299038
985,2019-02-12,769715.8238021184
986,2019-03-12,755418.1714509046
987,2019-04-12,763603.3215260783
988,2019-05-12,765250.9891991578
989,2019-06-12,783003.5949182867
990,2019-09-12,778007.382348391
991,2019-10-12,776412.7488273899
992,2019-11-12,777794.7301745559
993,2019-12-12,789647.480476371
994,2019-12-13,790497.7543198776
995,2019-12-16,795600.3753608719
996,2019-12-17,797354.2920517963
997,2019-12-18,796344.4055016423
998,2019-12-19,802988.2910597266
999,2019-12-20,802988.2910597266
1000,2019-12-23,807612.4141477193
1001,2019-12-24,805911.7016923442
1002,2019-12-26,811492.5017798333
1003,2019-12-27,812927.5225941867
